user_id,age_group,gender,country,annual_income_range,preferred_device,primary_traffic_source,registration_date,is_premium_user
4302,35-44,Female,UK,<30k,Desktop,paid_search,2024-10-19,True
4303,35-44,Male,UK,<30k,Desktop,organic_search,2024-09-03,False
4304,25-34,Female,US,50k-75k,Desktop,organic_search,2024-09-15,False
4305,18-24,Other,US,50k-75k,Mobile,paid_search,2024-11-12,True
4306,45-54,Male,US,30k-50k,Desktop,organic_search,2024-07-11,True
4307,35-44,Female,France,25k-40k,Mobile,paid_search,2024-06-18,False
4308,25-34,Other,US,50k-75k,Mobile,direct,2024-06-21,True
4309,25-34,Female,Germany,25k-40k,Tablet,social_media,2024-09-10,False
4310,45-54,Male,US,75k-100k,Mixed,referral,2024-06-16,True
4311,65+,Female,UK,50k-75k,Mixed,organic_search,2024-11-08,False
4312,35-44,Male,UK,50k-75k,Mobile,organic_search,2024-11-14,False
4313,45-54,Female,Netherlands,25k-40k,Mobile,paid_search,2024-09-17,True
4314,55-64,Male,Germany,40k-60k,Mixed,paid_search,2024-07-23,False
4315,25-34,Male,France,60k-80k,Mobile,email_campaign,2024-08-21,False
4316,45-54,Female,France,25k-40k,Desktop,email_campaign,2024-09-14,False
4317,25-34,Male,Netherlands,60k-80k,Desktop,paid_search,2024-07-16,False
4318,25-34,Male,UK,100k+,Mixed,referral,2024-06-12,True
4319,18-24,Male,US,50k-75k,Mobile,paid_search,2024-09-12,False
4320,25-34,Female,Canada,30k-50k,Mobile,organic_search,2024-11-01,False
4321,35-44,Male,Canada,75k-100k,Mobile,organic_search,2024-08-13,False
4322,35-44,Male,US,30k-50k,Desktop,organic_search,2024-09-14,False
4323,35-44,Male,US,<30k,Mobile,social_media,2024-11-01,False
4324,18-24,Male,France,25k-40k,Mobile,paid_search,2024-10-25,False
4325,35-44,Male,Canada,30k-50k,Desktop,direct,2024-06-16,False
4326,35-44,Male,France,25k-40k,Mobile,paid_search,2024-09-16,False
4327,25-34,Female,US,<30k,Mixed,organic_search,2024-07-14,False
4328,25-34,Male,Canada,30k-50k,Desktop,paid_search,2024-10-08,False
4329,18-24,Male,Netherlands,40k-60k,Mixed,social_media,2024-08-31,False
4330,35-44,Female,Israel,80k+,Mobile,organic_search,2024-06-13,False
4331,25-34,Male,US,30k-50k,Mobile,direct,2024-06-04,False
4332,25-34,Male,US,<30k,Mobile,email_campaign,2024-09-28,False
4333,35-44,Female,Germany,<25k,Mobile,email_campaign,2024-10-11,False
4334,18-24,Female,Netherlands,40k-60k,Desktop,direct,2024-07-31,False
4335,25-34,Male,Netherlands,25k-40k,Mobile,social_media,2024-10-19,False
4336,25-34,Male,France,<25k,Mobile,email_campaign,2024-10-06,False
4337,25-34,Male,US,100k+,Mobile,organic_search,2024-10-12,False
4338,45-54,Female,Canada,30k-50k,Desktop,direct,2024-07-12,False
4339,25-34,Male,Germany,40k-60k,Desktop,paid_search,2024-06-06,False
4340,35-44,Male,Israel,<25k,Mixed,organic_search,2024-07-25,False
4341,25-34,Male,Canada,75k-100k,Desktop,email_campaign,2024-09-12,False
4342,25-34,Female,US,<30k,Mobile,organic_search,2024-09-12,False
4343,25-34,Male,Australia,<30k,Desktop,organic_search,2024-07-21,False
4344,35-44,Female,UK,30k-50k,Mobile,organic_search,2024-08-29,False
4345,45-54,Female,Australia,<30k,Mobile,paid_search,2024-11-01,False
4346,45-54,Female,Australia,75k-100k,Mobile,email_campaign,2024-08-23,False
4347,25-34,Female,Netherlands,40k-60k,Desktop,direct,2024-10-20,False
4348,25-34,Female,US,50k-75k,Mobile,email_campaign,2024-06-05,True
4349,25-34,Female,France,<25k,Mobile,social_media,2024-07-20,False
4350,25-34,Female,Netherlands,<25k,Desktop,organic_search,2024-11-12,False
4351,55-64,Female,Netherlands,60k-80k,Mixed,referral,2024-06-09,False
4352,25-34,Male,US,75k-100k,Desktop,paid_search,2024-11-13,False
4353,65+,Male,France,25k-40k,Mobile,social_media,2024-07-21,False
4354,35-44,Male,Canada,75k-100k,Mobile,paid_search,2024-06-22,True
4355,65+,Female,UK,30k-50k,Mixed,social_media,2024-11-20,False
4356,25-34,Female,Canada,50k-75k,Desktop,organic_search,2024-07-16,False
4357,35-44,Male,US,<30k,Mixed,social_media,2024-09-13,True
4358,45-54,Female,Israel,<25k,Mixed,paid_search,2024-11-27,False
4359,18-24,Female,Israel,60k-80k,Mobile,organic_search,2024-07-26,False
4360,25-34,Male,Israel,40k-60k,Mobile,organic_search,2024-08-26,False
4361,25-34,Female,Netherlands,40k-60k,Mobile,referral,2024-07-09,False
4362,55-64,Male,UK,75k-100k,Mixed,organic_search,2024-10-28,False
4363,45-54,Female,US,50k-75k,Mobile,paid_search,2024-06-05,False
4364,18-24,Female,US,50k-75k,Mobile,paid_search,2024-11-29,False
4365,25-34,Female,Netherlands,<25k,Mobile,organic_search,2024-07-02,False
4366,25-34,Male,Israel,<25k,Mobile,organic_search,2024-07-20,False
4367,18-24,Male,US,50k-75k,Mobile,email_campaign,2024-11-27,False
4368,45-54,Female,US,75k-100k,Mobile,organic_search,2024-07-14,False
4369,45-54,Male,US,30k-50k,Mobile,referral,2024-09-18,False
4370,25-34,Female,UK,<30k,Mobile,paid_search,2024-08-31,False
4371,25-34,Other,Canada,<30k,Mobile,paid_search,2024-07-09,True
4372,18-24,Female,US,<30k,Desktop,direct,2024-08-12,False
4373,45-54,Male,Netherlands,<25k,Mobile,organic_search,2024-07-16,True
4374,25-34,Female,US,30k-50k,Mobile,referral,2024-08-07,False
4375,25-34,Male,Israel,25k-40k,Mixed,organic_search,2024-09-15,False
4376,35-44,Male,US,30k-50k,Mixed,direct,2024-09-29,False
4377,25-34,Female,UK,<30k,Mixed,paid_search,2024-06-02,False
4378,65+,Male,US,<30k,Desktop,organic_search,2024-09-08,False
4379,45-54,Female,US,30k-50k,Mobile,social_media,2024-06-12,False
4380,25-34,Male,Canada,30k-50k,Desktop,organic_search,2024-09-28,True
4381,45-54,Female,Germany,60k-80k,Tablet,organic_search,2024-11-03,True
4382,35-44,Male,US,<30k,Mobile,email_campaign,2024-07-15,True
4383,25-34,Male,US,30k-50k,Mobile,organic_search,2024-06-27,False
4384,25-34,Female,Australia,50k-75k,Desktop,social_media,2024-10-01,False
4385,25-34,Male,Canada,75k-100k,Desktop,organic_search,2024-09-28,False
4386,18-24,Female,Australia,<30k,Desktop,organic_search,2024-06-06,False
4387,35-44,Male,US,<30k,Mixed,paid_search,2024-09-01,True
4388,55-64,Female,US,50k-75k,Tablet,paid_search,2024-07-15,True
4389,18-24,Female,US,50k-75k,Desktop,social_media,2024-06-01,False
4390,35-44,Male,France,40k-60k,Desktop,referral,2024-06-24,False
4391,18-24,Male,US,50k-75k,Mixed,paid_search,2024-09-08,False
4392,35-44,Male,US,100k+,Mixed,organic_search,2024-08-17,False
4393,35-44,Female,US,30k-50k,Mobile,organic_search,2024-07-25,False
4394,45-54,Female,US,100k+,Desktop,organic_search,2024-08-03,False
4395,25-34,Male,France,25k-40k,Mobile,paid_search,2024-06-08,False
4396,25-34,Female,US,30k-50k,Mobile,paid_search,2024-09-08,False
4397,18-24,Male,UK,30k-50k,Mobile,paid_search,2024-07-10,False
4398,35-44,Male,US,30k-50k,Mobile,referral,2024-08-16,False
4399,25-34,Male,US,100k+,Mobile,email_campaign,2024-06-04,False
4400,35-44,Female,US,30k-50k,Desktop,paid_search,2024-07-24,True
4401,35-44,Male,US,<30k,Desktop,organic_search,2024-10-12,False
4402,18-24,Male,Netherlands,60k-80k,Desktop,email_campaign,2024-08-26,False
4403,45-54,Female,Australia,<30k,Desktop,organic_search,2024-07-05,False
4404,35-44,Male,US,<30k,Desktop,organic_search,2024-07-15,False
4405,55-64,Female,US,30k-50k,Desktop,social_media,2024-08-22,True
4406,25-34,Male,Canada,75k-100k,Mobile,direct,2024-11-01,False
4407,18-24,Female,Israel,<25k,Mobile,social_media,2024-06-08,False
4408,55-64,Male,Canada,30k-50k,Mobile,paid_search,2024-07-20,False
4409,25-34,Male,Israel,40k-60k,Mobile,organic_search,2024-08-25,False
4410,18-24,Male,US,<30k,Mobile,organic_search,2024-11-30,False
4411,35-44,Other,Canada,75k-100k,Tablet,social_media,2024-07-24,False
4412,25-34,Female,UK,50k-75k,Desktop,social_media,2024-09-29,True
4413,25-34,Female,US,100k+,Mobile,organic_search,2024-11-09,False
4414,45-54,Male,Canada,30k-50k,Mobile,social_media,2024-06-18,True
4415,45-54,Female,Australia,50k-75k,Mobile,direct,2024-06-22,False
4416,65+,Male,Australia,<30k,Mobile,organic_search,2024-10-06,True
4417,35-44,Male,UK,<30k,Tablet,organic_search,2024-07-28,False
4418,25-34,Female,Canada,50k-75k,Mobile,email_campaign,2024-07-17,False
4419,35-44,Male,UK,30k-50k,Desktop,social_media,2024-08-03,False
4420,35-44,Male,France,<25k,Mobile,paid_search,2024-10-02,False
4421,55-64,Male,Israel,40k-60k,Desktop,organic_search,2024-10-04,False
4422,25-34,Female,US,50k-75k,Desktop,organic_search,2024-07-24,True
4423,35-44,Male,France,25k-40k,Mobile,organic_search,2024-11-30,False
4424,18-24,Male,US,50k-75k,Desktop,organic_search,2024-06-20,False
4425,18-24,Female,Canada,30k-50k,Mobile,email_campaign,2024-07-11,False
4426,35-44,Male,France,25k-40k,Desktop,direct,2024-10-31,False
4427,18-24,Female,US,30k-50k,Mobile,organic_search,2024-10-02,False
4428,18-24,Male,Australia,75k-100k,Desktop,paid_search,2024-06-27,False
4429,35-44,Female,UK,<30k,Desktop,social_media,2024-10-14,False
4430,25-34,Male,Germany,25k-40k,Desktop,paid_search,2024-07-12,False
4431,25-34,Male,Israel,25k-40k,Mixed,direct,2024-06-29,False
4432,25-34,Female,US,100k+,Mobile,direct,2024-09-12,False
4433,25-34,Male,France,25k-40k,Desktop,direct,2024-10-20,False
4434,25-34,Female,US,75k-100k,Mixed,social_media,2024-06-18,False
4435,35-44,Male,Israel,40k-60k,Mobile,paid_search,2024-09-08,False
4436,18-24,Female,US,30k-50k,Mobile,social_media,2024-08-19,True
4437,35-44,Female,Israel,<25k,Desktop,organic_search,2024-11-19,False
4438,25-34,Male,UK,100k+,Desktop,social_media,2024-06-30,False
4439,35-44,Male,Australia,75k-100k,Mobile,social_media,2024-10-25,False
4440,25-34,Male,US,50k-75k,Desktop,direct,2024-09-12,True
4441,55-64,Female,Australia,100k+,Mobile,organic_search,2024-07-19,False
4442,45-54,Male,Australia,30k-50k,Mobile,paid_search,2024-07-27,False
4443,25-34,Female,France,25k-40k,Mobile,organic_search,2024-10-19,False
4444,35-44,Male,Australia,100k+,Desktop,social_media,2024-09-02,True
4445,18-24,Other,UK,50k-75k,Desktop,organic_search,2024-10-16,False
4446,45-54,Male,Germany,40k-60k,Mobile,organic_search,2024-11-24,False
4447,25-34,Female,US,30k-50k,Desktop,paid_search,2024-07-15,False
4448,25-34,Male,US,100k+,Mobile,social_media,2024-07-16,False
4449,25-34,Male,Germany,25k-40k,Mobile,social_media,2024-06-06,False
4450,18-24,Male,Australia,30k-50k,Mobile,paid_search,2024-07-04,False
4451,45-54,Female,US,75k-100k,Mobile,paid_search,2024-07-01,False
4452,25-34,Male,US,100k+,Mobile,paid_search,2024-09-19,False
4453,25-34,Male,US,75k-100k,Mobile,email_campaign,2024-09-06,True
4454,35-44,Male,UK,30k-50k,Mobile,direct,2024-08-09,False
4455,45-54,Female,US,50k-75k,Desktop,organic_search,2024-09-07,False
4456,35-44,Female,UK,<30k,Mobile,organic_search,2024-07-01,True
4457,25-34,Female,Australia,50k-75k,Mixed,paid_search,2024-08-03,False
4458,18-24,Male,US,50k-75k,Mobile,direct,2024-09-08,False
4459,35-44,Male,US,30k-50k,Mobile,referral,2024-08-19,False
4460,35-44,Male,Netherlands,40k-60k,Mobile,organic_search,2024-08-14,False
4461,18-24,Other,US,<30k,Desktop,paid_search,2024-09-22,False
4462,35-44,Male,Israel,25k-40k,Mobile,paid_search,2024-07-05,True
4463,35-44,Female,US,50k-75k,Desktop,social_media,2024-06-30,True
4464,25-34,Female,UK,<30k,Desktop,social_media,2024-07-02,False
4465,45-54,Male,Germany,<25k,Mobile,social_media,2024-08-10,False
4466,65+,Other,US,50k-75k,Mobile,social_media,2024-11-17,False
4467,25-34,Male,Canada,50k-75k,Mixed,organic_search,2024-07-01,True
4468,35-44,Female,Germany,40k-60k,Desktop,paid_search,2024-06-09,False
4469,45-54,Female,US,<30k,Desktop,paid_search,2024-09-15,False
4470,45-54,Female,US,75k-100k,Mobile,paid_search,2024-06-05,False
4471,18-24,Male,Germany,25k-40k,Mobile,email_campaign,2024-11-28,False
4472,35-44,Female,Australia,100k+,Mixed,paid_search,2024-06-02,False
4473,35-44,Female,US,50k-75k,Mobile,paid_search,2024-09-02,False
4474,55-64,Male,UK,75k-100k,Mobile,referral,2024-09-09,False
4475,25-34,Female,US,<30k,Desktop,paid_search,2024-06-20,False
4476,25-34,Male,US,30k-50k,Desktop,direct,2024-09-01,True
4477,25-34,Female,Germany,60k-80k,Tablet,paid_search,2024-09-30,False
4478,25-34,Male,US,30k-50k,Mixed,organic_search,2024-09-02,False
4479,45-54,Male,US,<30k,Mobile,email_campaign,2024-11-14,True
4480,25-34,Male,US,30k-50k,Desktop,organic_search,2024-07-28,False
4481,25-34,Male,Israel,40k-60k,Desktop,direct,2024-09-26,False
4482,45-54,Female,US,30k-50k,Mobile,organic_search,2024-10-18,False
4483,35-44,Male,Canada,<30k,Mobile,social_media,2024-06-21,False
4484,45-54,Male,UK,75k-100k,Desktop,social_media,2024-11-24,False
4485,35-44,Female,Germany,40k-60k,Mobile,organic_search,2024-09-12,False
4486,65+,Male,Netherlands,25k-40k,Desktop,direct,2024-10-19,False
4487,45-54,Male,US,<30k,Mobile,social_media,2024-08-18,False
4488,35-44,Other,US,30k-50k,Desktop,social_media,2024-07-02,False
4489,25-34,Male,Germany,<25k,Desktop,direct,2024-08-03,False
4490,55-64,Male,US,50k-75k,Desktop,organic_search,2024-07-22,False
4491,35-44,Male,Canada,50k-75k,Mobile,organic_search,2024-07-23,False
4492,18-24,Female,US,30k-50k,Desktop,social_media,2024-08-08,False
4493,35-44,Female,France,80k+,Desktop,paid_search,2024-11-06,False
4494,45-54,Female,Germany,60k-80k,Desktop,email_campaign,2024-11-22,True
4495,35-44,Male,US,<30k,Mobile,social_media,2024-09-23,False
4496,25-34,Female,US,<30k,Desktop,paid_search,2024-07-13,False
4497,25-34,Male,US,50k-75k,Mixed,direct,2024-11-25,True
4498,35-44,Male,US,30k-50k,Mobile,direct,2024-06-24,False
4499,25-34,Female,US,<30k,Mixed,paid_search,2024-09-02,False
4500,25-34,Male,Netherlands,<25k,Mixed,direct,2024-11-01,False
4501,35-44,Female,US,50k-75k,Mobile,organic_search,2024-10-03,False
4502,35-44,Male,US,100k+,Mobile,social_media,2024-07-13,False
4503,55-64,Male,UK,75k-100k,Desktop,referral,2024-06-17,False
4504,35-44,Male,UK,30k-50k,Mixed,direct,2024-08-21,False
4505,45-54,Female,UK,75k-100k,Desktop,social_media,2024-07-11,False
4506,35-44,Male,US,50k-75k,Mobile,paid_search,2024-09-22,False
4507,35-44,Male,US,30k-50k,Desktop,social_media,2024-11-19,False
4508,25-34,Male,Germany,40k-60k,Mobile,organic_search,2024-07-25,False
4509,35-44,Male,US,50k-75k,Desktop,organic_search,2024-08-16,True
4510,25-34,Male,US,<30k,Mobile,social_media,2024-07-26,False
4511,55-64,Female,Canada,75k-100k,Desktop,organic_search,2024-11-20,False
4512,35-44,Female,US,75k-100k,Desktop,organic_search,2024-11-02,False
4513,65+,Male,Canada,75k-100k,Desktop,direct,2024-09-22,False
4514,45-54,Male,US,30k-50k,Mobile,email_campaign,2024-11-03,True
4515,25-34,Female,US,75k-100k,Mobile,social_media,2024-10-23,False
4516,18-24,Female,Australia,75k-100k,Mixed,direct,2024-08-04,False
4517,35-44,Male,Canada,30k-50k,Mobile,paid_search,2024-06-12,False
4518,25-34,Female,US,75k-100k,Desktop,organic_search,2024-10-16,False
4519,25-34,Male,UK,<30k,Desktop,social_media,2024-09-11,False
4520,18-24,Male,Germany,40k-60k,Desktop,organic_search,2024-08-17,True
4521,45-54,Female,France,40k-60k,Desktop,direct,2024-06-14,False
4522,25-34,Female,Canada,75k-100k,Desktop,organic_search,2024-09-06,False
4523,55-64,Female,Australia,75k-100k,Tablet,organic_search,2024-10-28,False
4524,18-24,Male,Canada,50k-75k,Mobile,email_campaign,2024-10-27,False
4525,35-44,Male,Germany,25k-40k,Desktop,referral,2024-09-03,False
4526,35-44,Female,US,100k+,Desktop,organic_search,2024-08-07,False
4527,25-34,Male,UK,75k-100k,Desktop,paid_search,2024-10-07,False
4528,35-44,Female,Canada,100k+,Desktop,organic_search,2024-10-06,False
4529,25-34,Male,Canada,75k-100k,Mobile,organic_search,2024-09-20,False
4530,35-44,Male,Israel,<25k,Desktop,paid_search,2024-09-23,False
4531,25-34,Male,UK,50k-75k,Desktop,referral,2024-07-11,False
4532,35-44,Female,US,30k-50k,Desktop,direct,2024-07-30,False
4533,25-34,Female,US,30k-50k,Desktop,organic_search,2024-10-26,False
4534,45-54,Female,US,<30k,Mobile,organic_search,2024-09-23,False
4535,25-34,Female,Netherlands,60k-80k,Desktop,organic_search,2024-08-21,False
4536,25-34,Male,US,50k-75k,Tablet,organic_search,2024-07-21,False
4537,25-34,Male,Netherlands,40k-60k,Mobile,organic_search,2024-06-30,False
4538,65+,Male,Australia,75k-100k,Mobile,social_media,2024-07-09,False
4539,35-44,Male,UK,50k-75k,Mobile,social_media,2024-11-12,False
4540,45-54,Female,US,30k-50k,Desktop,social_media,2024-09-09,False
4541,25-34,Female,UK,<30k,Mobile,organic_search,2024-08-27,False
4542,18-24,Female,Australia,100k+,Mobile,paid_search,2024-09-02,False
4543,18-24,Female,Germany,25k-40k,Tablet,organic_search,2024-06-20,False
4544,18-24,Male,Germany,<25k,Mobile,paid_search,2024-10-17,True
4545,25-34,Female,US,100k+,Mobile,paid_search,2024-09-20,False
4546,18-24,Male,US,30k-50k,Mobile,organic_search,2024-08-16,True
4547,18-24,Male,US,30k-50k,Mobile,organic_search,2024-11-07,False
4548,25-34,Male,US,<30k,Desktop,organic_search,2024-10-13,False
4549,55-64,Female,US,50k-75k,Mixed,paid_search,2024-10-15,False
4550,35-44,Other,Canada,50k-75k,Mobile,email_campaign,2024-07-02,False
4551,25-34,Male,UK,75k-100k,Mobile,social_media,2024-11-02,False
4552,45-54,Male,Canada,50k-75k,Mobile,social_media,2024-08-15,False
4553,25-34,Female,Australia,100k+,Desktop,direct,2024-10-07,False
4554,25-34,Male,France,<25k,Mobile,organic_search,2024-10-17,False
4555,25-34,Male,UK,<30k,Mobile,organic_search,2024-07-26,False
4556,25-34,Male,US,<30k,Desktop,organic_search,2024-08-29,True
4557,25-34,Female,US,<30k,Mobile,social_media,2024-10-15,False
4558,25-34,Female,Canada,30k-50k,Desktop,direct,2024-06-04,True
4559,35-44,Female,US,100k+,Desktop,organic_search,2024-11-22,True
4560,45-54,Other,Netherlands,<25k,Tablet,paid_search,2024-10-03,False
4561,25-34,Female,Canada,100k+,Desktop,organic_search,2024-08-20,False
4562,18-24,Female,US,30k-50k,Desktop,paid_search,2024-09-23,False
4563,25-34,Female,France,40k-60k,Desktop,direct,2024-11-27,False
4564,35-44,Male,US,75k-100k,Mobile,organic_search,2024-09-26,False
4565,18-24,Female,US,100k+,Mobile,social_media,2024-06-02,False
4566,25-34,Male,UK,30k-50k,Mixed,paid_search,2024-06-18,False
4567,45-54,Male,Israel,40k-60k,Mobile,email_campaign,2024-07-12,False
4568,35-44,Female,UK,30k-50k,Desktop,social_media,2024-10-29,True
4569,65+,Male,US,<30k,Desktop,paid_search,2024-11-06,False
4570,18-24,Male,UK,75k-100k,Mobile,organic_search,2024-07-24,False
4571,45-54,Male,Germany,25k-40k,Desktop,paid_search,2024-07-05,False
4572,25-34,Male,Canada,30k-50k,Desktop,organic_search,2024-11-04,False
4573,18-24,Female,France,<25k,Desktop,direct,2024-09-30,False
4574,45-54,Male,Canada,<30k,Mobile,social_media,2024-08-25,False
4575,55-64,Female,France,40k-60k,Mobile,organic_search,2024-07-20,False
4576,25-34,Female,US,30k-50k,Mixed,paid_search,2024-08-17,False
4577,18-24,Female,Canada,75k-100k,Mobile,organic_search,2024-08-10,False
4578,25-34,Female,US,30k-50k,Mixed,email_campaign,2024-08-10,False
4579,35-44,Other,US,<30k,Mobile,social_media,2024-06-14,False
4580,45-54,Female,Israel,40k-60k,Mixed,organic_search,2024-11-21,False
4581,25-34,Female,Germany,40k-60k,Mixed,social_media,2024-08-05,False
4582,18-24,Male,US,30k-50k,Desktop,organic_search,2024-07-15,False
4583,35-44,Male,Germany,60k-80k,Mobile,organic_search,2024-06-23,False
4584,25-34,Female,Canada,50k-75k,Mobile,referral,2024-09-25,False
4585,35-44,Male,UK,30k-50k,Desktop,direct,2024-11-28,False
4586,65+,Male,Germany,<25k,Mobile,paid_search,2024-10-20,False
4587,25-34,Female,UK,<30k,Desktop,paid_search,2024-09-20,False
4588,35-44,Female,US,100k+,Mobile,organic_search,2024-10-12,False
4589,25-34,Male,US,<30k,Mixed,paid_search,2024-07-21,False
4590,35-44,Female,Israel,40k-60k,Mixed,paid_search,2024-10-27,False
4591,35-44,Male,France,<25k,Mobile,organic_search,2024-06-29,True
4592,35-44,Male,Canada,<30k,Mixed,social_media,2024-09-12,False
4593,25-34,Male,US,50k-75k,Desktop,social_media,2024-07-07,False
4594,65+,Male,Canada,30k-50k,Mobile,social_media,2024-07-29,True
4595,55-64,Male,Israel,<25k,Mobile,email_campaign,2024-06-03,False
4596,25-34,Female,Canada,<30k,Mixed,paid_search,2024-10-24,False
4597,25-34,Female,Germany,60k-80k,Desktop,organic_search,2024-06-30,True
4598,45-54,Male,UK,30k-50k,Desktop,social_media,2024-10-02,True
4599,25-34,Male,US,<30k,Desktop,email_campaign,2024-11-15,False
4600,18-24,Male,UK,30k-50k,Desktop,email_campaign,2024-07-27,False
4601,25-34,Male,Germany,<25k,Mobile,paid_search,2024-09-19,True
4602,25-34,Female,France,25k-40k,Mobile,organic_search,2024-08-08,False
4603,55-64,Female,Germany,40k-60k,Mobile,paid_search,2024-08-12,False
4604,45-54,Female,Germany,<25k,Desktop,paid_search,2024-07-30,False
4605,45-54,Male,Netherlands,25k-40k,Mixed,organic_search,2024-06-21,False
4606,35-44,Male,Australia,<30k,Desktop,paid_search,2024-10-22,False
4607,65+,Female,Germany,40k-60k,Mobile,direct,2024-09-13,True
4608,25-34,Male,US,50k-75k,Mobile,organic_search,2024-09-26,False
4609,55-64,Female,Germany,<25k,Mobile,direct,2024-10-05,False
4610,25-34,Male,Germany,40k-60k,Desktop,direct,2024-11-26,False
4611,45-54,Male,Canada,30k-50k,Desktop,organic_search,2024-06-09,False
4612,45-54,Male,Netherlands,25k-40k,Desktop,organic_search,2024-09-09,False
4613,65+,Female,Canada,30k-50k,Mobile,paid_search,2024-07-18,True
4614,25-34,Female,Israel,40k-60k,Mobile,paid_search,2024-08-04,False
4615,18-24,Female,US,30k-50k,Desktop,organic_search,2024-09-04,False
4616,35-44,Female,Germany,<25k,Mobile,social_media,2024-09-04,False
4617,55-64,Female,Israel,60k-80k,Mixed,paid_search,2024-06-30,True
4618,25-34,Female,US,30k-50k,Mobile,organic_search,2024-11-12,False
4619,35-44,Female,France,40k-60k,Mixed,paid_search,2024-06-24,False
4620,18-24,Female,France,<25k,Mixed,organic_search,2024-07-03,False
4621,45-54,Male,US,50k-75k,Mobile,organic_search,2024-11-04,False
4622,45-54,Female,France,<25k,Tablet,organic_search,2024-06-20,False
4623,35-44,Male,US,50k-75k,Tablet,social_media,2024-09-13,False
4624,25-34,Female,Netherlands,25k-40k,Mixed,organic_search,2024-07-21,False
4625,25-34,Female,Germany,25k-40k,Mobile,social_media,2024-10-04,False
4626,45-54,Female,Canada,50k-75k,Desktop,organic_search,2024-10-25,False
4627,18-24,Female,US,30k-50k,Desktop,direct,2024-11-25,False
4628,35-44,Female,US,50k-75k,Mobile,paid_search,2024-07-14,False
4629,45-54,Female,Germany,60k-80k,Mixed,paid_search,2024-06-19,False
4630,18-24,Female,Canada,30k-50k,Mobile,referral,2024-11-15,False
4631,35-44,Female,Germany,40k-60k,Desktop,email_campaign,2024-06-17,False
4632,25-34,Female,US,50k-75k,Desktop,organic_search,2024-10-05,False
4633,25-34,Female,US,75k-100k,Tablet,organic_search,2024-06-14,True
4634,18-24,Male,Netherlands,60k-80k,Mobile,organic_search,2024-10-27,False
4635,18-24,Female,Germany,40k-60k,Desktop,paid_search,2024-06-23,True
4636,18-24,Female,Australia,50k-75k,Mobile,paid_search,2024-09-07,False
4637,18-24,Male,France,<25k,Mixed,paid_search,2024-06-26,False
4638,45-54,Male,Netherlands,<25k,Desktop,social_media,2024-09-21,False
4639,45-54,Female,US,75k-100k,Mobile,email_campaign,2024-11-26,False
4640,35-44,Male,Germany,40k-60k,Tablet,organic_search,2024-07-26,False
4641,25-34,Female,Israel,60k-80k,Desktop,social_media,2024-08-28,False
4642,35-44,Male,UK,50k-75k,Mixed,social_media,2024-11-23,False
4643,25-34,Male,France,40k-60k,Desktop,organic_search,2024-06-08,False
4644,25-34,Male,US,30k-50k,Tablet,paid_search,2024-09-15,False
4645,35-44,Male,Israel,<25k,Mobile,social_media,2024-07-09,False
4646,25-34,Male,Canada,50k-75k,Mobile,social_media,2024-09-02,False
4647,35-44,Female,UK,75k-100k,Desktop,organic_search,2024-07-16,False
4648,25-34,Female,France,40k-60k,Tablet,direct,2024-08-25,False
4649,25-34,Male,UK,50k-75k,Desktop,organic_search,2024-10-19,False
4650,25-34,Female,US,<30k,Mobile,social_media,2024-06-10,False
4651,25-34,Female,Australia,100k+,Mixed,social_media,2024-08-25,False
4652,65+,Male,US,50k-75k,Desktop,organic_search,2024-08-21,False
4653,25-34,Male,Australia,100k+,Mixed,direct,2024-06-06,False
4654,18-24,Male,France,<25k,Desktop,organic_search,2024-06-07,True
4655,45-54,Male,Israel,25k-40k,Desktop,organic_search,2024-10-26,False
4656,45-54,Female,Netherlands,80k+,Desktop,social_media,2024-08-12,False
4657,45-54,Male,France,25k-40k,Mobile,email_campaign,2024-07-25,False
4658,35-44,Male,Canada,50k-75k,Tablet,paid_search,2024-07-26,False
4659,25-34,Male,Australia,50k-75k,Desktop,direct,2024-08-12,True
4660,25-34,Female,Israel,<25k,Mixed,social_media,2024-11-23,False
4661,45-54,Female,UK,100k+,Desktop,social_media,2024-10-23,False
4662,25-34,Male,UK,50k-75k,Mobile,paid_search,2024-08-15,False
4663,25-34,Female,Australia,75k-100k,Mobile,organic_search,2024-10-03,False
4664,25-34,Female,France,<25k,Desktop,social_media,2024-06-02,True
4665,25-34,Male,Australia,<30k,Tablet,organic_search,2024-08-05,False
4666,18-24,Male,US,<30k,Desktop,referral,2024-09-22,False
4667,25-34,Female,France,40k-60k,Mobile,organic_search,2024-09-09,False
4668,55-64,Female,UK,<30k,Tablet,organic_search,2024-06-08,False
4669,35-44,Male,US,30k-50k,Desktop,organic_search,2024-11-09,False
4670,25-34,Male,US,<30k,Desktop,paid_search,2024-08-25,False
4671,25-34,Male,UK,<30k,Desktop,paid_search,2024-08-15,False
4672,25-34,Male,US,50k-75k,Desktop,paid_search,2024-08-08,False
4673,65+,Female,US,75k-100k,Mixed,social_media,2024-09-21,True
4674,45-54,Male,UK,<30k,Mobile,organic_search,2024-09-18,True
4675,25-34,Male,Canada,50k-75k,Mixed,paid_search,2024-11-22,True
4676,35-44,Male,Netherlands,40k-60k,Desktop,organic_search,2024-07-28,False
4677,18-24,Female,Germany,25k-40k,Mobile,social_media,2024-09-17,True
4678,18-24,Female,US,50k-75k,Mixed,email_campaign,2024-06-28,False
